test,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
Distortion Coefficient,-0.5221,4.7965,-0.0045,0.0164,-10.1146
Camera Matrix,849.2113,0.0000,310.8211,0.0000,849.2113,254.4795,0.0000,0.0000,1.0000
Distortion Coefficient,-0.5731,18.0393,-0.0066,0.0058,-214.2019
Camera Matrix,950.4443,0.0000,214.2722,0.0000,950.4443,259.6917,0.0000,0.0000,1.0000
Distortion Coefficient,0.3586,-7.5060,0.0483,-0.0298,26.9052
Camera Matrix,880.3504,0.0000,244.5821,0.0000,880.3504,325.5902,0.0000,0.0000,1.0000
Distortion Coefficient,0.3056,-2.2999,0.0199,-0.0100,4.5967
Camera Matrix,433.9507,0.0000,287.6948,0.0000,433.9507,240.6020,0.0000,0.0000,1.0000
Distortion Coefficient,-0.0093,0.3552,-0.0171,-0.0016,-0.4984
Camera Matrix,614.5837,0.0000,360.5818,0.0000,614.5837,250.1497,0.0000,0.0000,1.0000
Distortion Coefficient,-0.1821,-0.9231,-0.0005,0.0097,5.9193
Camera Matrix,696.2141,0.0000,356.5938,0.0000,696.2141,224.6375,0.0000,0.0000,1.0000
Distortion Coefficient,-0.3717,-0.0327,-0.0118,0.0141,3.1397
Camera Matrix,639.4360,0.0000,355.3556,0.0000,639.4360,234.9332,0.0000,0.0000,1.0000
Distortion Coefficient,-0.4120,1.1242,-0.0057,0.0164,-0.0112
Camera Matrix,1434.4387,0.0000,309.1750,0.0000,1434.4387,266.4087,0.0000,0.0000,1.0000
Distortion Coefficient,-1.4614,131.1741,-0.0083,0.0316,-4717.9305
Camera Matrix,697.0035,0.0000,298.0262,0.0000,697.0035,244.8086,0.0000,0.0000,1.0000
Distortion Coefficient,-0.2658,7.3592,0.0009,-0.0275,-34.1369
Camera Matrix,1702.2896,0.0000,249.0168,0.0000,1702.2896,239.2985,0.0000,0.0000,1.0000
Distortion Coefficient,-2.9056,112.3034,0.0160,0.0519,-1657.2209
Camera Matrix,798.3294,0.0000,439.1841,0.0000,798.3294,336.2779,0.0000,0.0000,1.0000
Distortion Coefficient,0.4163,-1.5521,0.0707,0.0270,4.3398
Camera Matrix,861.5599,0.0000,295.7107,0.0000,861.5599,246.4622,0.0000,0.0000,1.0000
Distortion Coefficient,0.3527,-5.9961,0.0120,0.0057,20.1488
Camera Matrix,1039.5387,0.0000,284.5243,0.0000,1039.5387,331.4643,0.0000,0.0000,1.0000
Distortion Coefficient,0.0194,2.6250,0.0145,-0.0118,-34.6156
Camera Matrix,1601.5995,0.0000,316.1850,0.0000,1601.5995,187.9226,0.0000,0.0000,1.0000
Distortion Coefficient,1.9832,-300.8313,0.0389,0.0529,6793.0747
Camera Matrix,623.4746,0.0000,339.4742,0.0000,623.4746,156.1471,0.0000,0.0000,1.0000
Distortion Coefficient,0.2937,-2.4767,-0.0082,-0.0316,2.2326
Camera Matrix,939.1455,0.0000,331.0506,0.0000,939.1455,215.9395,0.0000,0.0000,1.0000
Distortion Coefficient,-0.8038,11.7934,0.0710,0.0231,-115.8268
Camera Matrix,1314.5830,0.0000,360.2978,0.0000,1314.5830,-88.5614,0.0000,0.0000,1.0000
Distortion Coefficient,-1.5713,10.6825,0.1146,0.0049,-33.0601
Camera Matrix,739.9728,0.0000,377.2696,0.0000,739.9728,212.0288,0.0000,0.0000,1.0000
Distortion Coefficient,1.5990,-8.5021,-0.1223,0.1140,24.7989
Camera Matrix,616.6413,0.0000,470.2515,0.0000,616.6413,202.0324,0.0000,0.0000,1.0000
Distortion Coefficient,0.4830,-0.7926,-0.1131,0.0700,0.8193
Camera Matrix,1102.8837,0.0000,328.4640,0.0000,1102.8837,223.8060,0.0000,0.0000,1.0000
Distortion Coefficient,0.6061,-68.4743,0.0079,0.0331,1036.2199
Camera Matrix,779.7272,0.0000,310.6782,0.0000,779.7272,250.3021,0.0000,0.0000,1.0000
Distortion Coefficient,-0.3927,7.2170,-0.0062,0.0042,-53.7250
Camera Matrix,590.8909,0.0000,373.1933,0.0000,590.8909,254.5202,0.0000,0.0000,1.0000
Distortion Coefficient,-0.1333,-1.0956,0.0021,0.0103,6.4840
Camera Matrix,583.1523,0.0000,298.3688,0.0000,583.1523,195.1990,0.0000,0.0000,1.0000
Distortion Coefficient,-0.0931,0.6663,-0.0097,-0.0143,-0.7485
Camera Matrix,479.7618,0.0000,330.0087,0.0000,479.7618,262.9804,0.0000,0.0000,1.0000
Distortion Coefficient,-0.0752,0.5527,0.0101,-0.0156,-0.6933
Camera Matrix,479.7618,0.0000,330.0087,0.0000,479.7618,262.9804,0.0000,0.0000,1.0000
Distortion Coefficient,-0.0752,0.5527,0.0101,-0.0156,-0.6933
Camera Matrix,682.1148,0.0000,355.0280,0.0000,682.1148,261.6549,0.0000,0.0000,1.0000
Distortion Coefficient,-0.4450,0.7567,0.0064,0.0157,24.9827
Camera Matrix,452.7404,0.0000,323.7232,0.0000,452.7404,235.6393,0.0000,0.0000,1.0000
Distortion Coefficient,0.7059,-6.8208,-0.0237,0.0048,22.9510
Camera Matrix,470.5340,0.0000,327.6170,0.0000,470.5340,224.4414,0.0000,0.0000,1.0000
Distortion Coefficient,0.4634,-2.7557,-0.0259,0.0107,6.4431
Camera Matrix,892.0749,0.0000,273.7600,0.0000,892.0749,370.4941,0.0000,0.0000,1.0000
Distortion Coefficient,-1.3571,5.4564,-0.0364,0.0111,-10.9505
Camera Matrix,871.9686,0.0000,276.0845,0.0000,871.9686,373.8988,0.0000,0.0000,1.0000
Distortion Coefficient,-1.2010,4.0417,-0.0372,0.0100,-7.0924
Camera Matrix,592.1017,0.0000,300.8873,0.0000,592.1017,397.2129,0.0000,0.0000,1.0000
Distortion Coefficient,-0.4845,0.3802,-0.0446,-0.0000,-0.0527
Camera Matrix,745.0964,0.0000,357.9508,0.0000,745.0964,285.5289,0.0000,0.0000,1.0000
Distortion Coefficient,0.0951,-5.1096,0.0203,-0.0142,15.5076
Camera Matrix,504.6514,0.0000,328.2598,0.0000,504.6514,219.4623,0.0000,0.0000,1.0000
Distortion Coefficient,0.1609,-0.8367,-0.0053,0.0037,1.7264
Camera Matrix,565.6034,0.0000,356.8461,0.0000,565.6034,183.0489,0.0000,0.0000,1.0000
Distortion Coefficient,0.2774,0.8253,-0.0432,0.0371,-5.3046
Camera Matrix,565.6034,0.0000,356.8461,0.0000,565.6034,183.0489,0.0000,0.0000,1.0000
Distortion Coefficient,0.2774,0.8253,-0.0432,0.0371,-5.3046
Camera Matrix,565.6034,0.0000,356.8461,0.0000,565.6034,183.0489,0.0000,0.0000,1.0000
Distortion Coefficient,0.2774,0.8253,-0.0432,0.0371,-5.3046
Camera Matrix,1003.4294,0.0000,289.1217,0.0000,1003.4294,286.5439,0.0000,0.0000,1.0000
Distortion Coefficient,-0.2780,-5.0005,-0.0641,0.0383,34.4770
